order_id,order_date,product,category,customer_id,price,quantity,year,month,year_month,revenue
2438,2021-01-12,Dell XPS 13,Laptops,CUST-0192,1586.0,1,2021,1,2021-01,1586.0
1896,2021-01-12,iPhone 14,Smartphones,CUST-0296,976.0,1,2021,1,2021-01,976.0
1177,2021-01-12,JBL Flip 6,Speakers,CUST-0073,175.0,2,2021,1,2021-01,350.0
290,2021-01-12,JBL Flip 6,Speakers,CUST-0264,248.0,1,2021,1,2021-01,248.0
435,2021-01-12,AirPods Pro,Accessories,CUST-0293,93.0,4,2021,1,2021-01,372.0
1110,2021-01-13,Sony WH-1000XM5,Headphones,CUST-0044,318.0,3,2021,1,2021-01,954.0
2418,2021-01-14,Sony WH-1000XM5,Headphones,CUST-0157,333.0,3,2021,1,2021-01,999.0
1947,2021-01-14,Dell XPS 13,Laptops,CUST-0245,1478.0,4,2021,1,2021-01,5912.0
224,2021-01-15,JBL Flip 6,Speakers,CUST-0261,256.0,3,2021,1,2021-01,768.0
2976,2021-01-15,MacBook Pro,Laptops,CUST-0126,1484.0,1,2021,1,2021-01,1484.0
2846,2021-01-15,Samsung S23,Smartphones,CUST-0160,912.0,4,2021,1,2021-01,3648.0
2726,2021-01-16,AirPods Pro,Accessories,CUST-0296,149.0,3,2021,1,2021-01,447.0
2552,2021-01-16,Fitbit Charge 6,Wearables,CUST-0230,283.0,4,2021,1,2021-01,1132.0
1165,2021-01-16,Sony WH-1000XM5,Headphones,CUST-0245,358.0,3,2021,1,2021-01,1074.0
942,2021-01-17,Sony WH-1000XM5,Headphones,CUST-0269,268.0,2,2021,1,2021-01,536.0
1144,2021-01-17,iPhone 14,Smartphones,CUST-0292,807.0,1,2021,1,2021-01,807.0
1746,2021-01-17,MacBook Pro,Laptops,CUST-0219,1469.0,3,2021,1,2021-01,4407.0
73,2021-01-18,Apple Watch,Wearables,CUST-0223,203.0,2,2021,1,2021-01,406.0
1691,2021-01-18,Samsung S23,Smartphones,CUST-0117,829.0,2,2021,1,2021-01,1658.0
992,2021-01-19,Samsung S23,Smartphones,CUST-0074,860.0,3,2021,1,2021-01,2580.0
543,2021-01-19,Sony WH-1000XM5,Headphones,CUST-0030,238.0,4,2021,1,2021-01,952.0
728,2021-01-19,Samsung S23,Smartphones,CUST-0264,825.0,1,2021,1,2021-01,825.0
1111,2021-01-19,MacBook Pro,Laptops,CUST-0100,1562.0,4,2021,1,2021-01,6248.0
1985,2021-01-19,JBL Flip 6,Speakers,CUST-0220,235.0,3,2021,1,2021-01,705.0
561,2021-01-19,Dell XPS 13,Laptops,CUST-0183,1512.0,3,2021,1,2021-01,4536.0
1602,2021-01-21,Sony WH-1000XM5,Headphones,CUST-0223,301.0,2,2021,1,2021-01,602.0
2874,2021-01-21,Fitbit Charge 6,Wearables,CUST-0136,157.0,4,2021,1,2021-01,628.0
1751,2021-01-21,Samsung S23,Smartphones,CUST-0228,816.0,4,2021,1,2021-01,3264.0
2556,2021-01-21,Sony WH-1000XM5,Headphones,CUST-0076,384.0,2,2021,1,2021-01,768.0
724,2021-01-22,Logitech MX Master 3,Accessories,CUST-0171,116.0,2,2021,1,2021-01,232.0
1899,2021-01-23,Fitbit Charge 6,Wearables,CUST-0249,186.0,2,2021,1,2021-01,372.0
228,2021-01-23,Fitbit Charge 6,Wearables,CUST-0218,290.0,4,2021,1,2021-01,1160.0
2226,2021-01-24,AirPods Pro,Accessories,CUST-0056,169.0,3,2021,1,2021-01,507.0
1919,2021-01-24,Sony WH-1000XM5,Headphones,CUST-0208,223.0,1,2021,1,2021-01,223.0
2244,2021-01-24,AirPods Pro,Accessories,CUST-0234,126.0,3,2021,1,2021-01,378.0
730,2021-01-25,AirPods Pro,Accessories,CUST-0001,192.0,1,2021,1,2021-01,192.0
187,2021-01-25,Dell XPS 13,Laptops,CUST-0067,1508.0,2,2021,1,2021-01,3016.0
947,2021-01-25,Logitech MX Master 3,Accessories,CUST-0156,122.0,4,2021,1,2021-01,488.0
2916,2021-01-25,Samsung S23,Smartphones,CUST-0256,1000.0,1,2021,1,2021-01,1000.0
2092,2021-01-25,Fitbit Charge 6,Wearables,CUST-0059,310.0,1,2021,1,2021-01,310.0
1685,2021-01-26,MacBook Pro,Laptops,CUST-0170,1556.0,3,2021,1,2021-01,4668.0
2453,2021-01-26,Fitbit Charge 6,Wearables,CUST-0008,350.0,3,2021,1,2021-01,1050.0
2494,2021-01-26,Fitbit Charge 6,Wearables,CUST-0175,153.0,3,2021,1,2021-01,459.0
1925,2021-01-26,MacBook Pro,Laptops,CUST-0056,1521.0,2,2021,1,2021-01,3042.0
2752,2021-01-27,Logitech MX Master 3,Accessories,CUST-0068,71.0,4,2021,1,2021-01,284.0
181,2021-01-28,Sony WH-1000XM5,Headphones,CUST-0078,329.0,1,2021,1,2021-01,329.0
2133,2021-01-28,AirPods Pro,Accessories,CUST-0116,100.0,1,2021,1,2021-01,100.0
1706,2021-01-29,Samsung S23,Smartphones,CUST-0012,876.0,1,2021,1,2021-01,876.0
1709,2021-01-29,MacBook Pro,Laptops,CUST-0143,1459.0,3,2021,1,2021-01,4377.0
305,2021-01-29,iPhone 14,Smartphones,CUST-0245,984.0,4,2021,1,2021-01,3936.0
128,2021-01-29,AirPods Pro,Accessories,CUST-0136,158.0,1,2021,1,2021-01,158.0
514,2021-01-29,iPhone 14,Smartphones,CUST-0010,857.0,4,2021,1,2021-01,3428.0
2283,2021-01-29,Logitech MX Master 3,Accessories,CUST-0207,73.0,3,2021,1,2021-01,219.0
1132,2021-01-30,Apple Watch,Wearables,CUST-0237,261.0,3,2021,1,2021-01,783.0
766,2021-01-31,Samsung S23,Smartphones,CUST-0016,936.0,1,2021,1,2021-01,936.0
847,2021-02-01,Samsung S23,Smartphones,CUST-0255,808.0,1,2021,2,2021-02,808.0
2008,2021-02-02,JBL Flip 6,Speakers,CUST-0281,145.0,1,2021,2,2021-02,145.0
2854,2021-02-03,Samsung S23,Smartphones,CUST-0249,910.0,2,2021,2,2021-02,1820.0
2668,2021-02-05,Dell XPS 13,Laptops,CUST-0044,1455.0,2,2021,2,2021-02,2910.0
2921,2021-02-05,Apple Watch,Wearables,CUST-0013,295.0,1,2021,2,2021-02,295.0
1937,2021-02-06,Dell XPS 13,Laptops,CUST-0077,1488.0,1,2021,2,2021-02,1488.0
536,2021-02-08,iPhone 14,Smartphones,CUST-0268,974.0,2,2021,2,2021-02,1948.0
2195,2021-02-08,Dell XPS 13,Laptops,CUST-0173,1416.0,4,2021,2,2021-02,5664.0
609,2021-02-09,Logitech MX Master 3,Accessories,CUST-0220,178.0,3,2021,2,2021-02,534.0
622,2021-02-10,MacBook Pro,Laptops,CUST-0075,1584.0,3,2021,2,2021-02,4752.0
2266,2021-02-10,JBL Flip 6,Speakers,CUST-0003,244.0,2,2021,2,2021-02,488.0
2017,2021-02-10,Sony WH-1000XM5,Headphones,CUST-0130,222.0,3,2021,2,2021-02,666.0
2867,2021-02-11,Logitech MX Master 3,Accessories,CUST-0273,63.0,4,2021,2,2021-02,252.0
1519,2021-02-11,Apple Watch,Wearables,CUST-0231,346.0,2,2021,2,2021-02,692.0
1923,2021-02-11,MacBook Pro,Laptops,CUST-0138,1586.0,2,2021,2,2021-02,3172.0
169,2021-02-12,MacBook Pro,Laptops,CUST-0111,1550.0,3,2021,2,2021-02,4650.0
2488,2021-02-13,MacBook Pro,Laptops,CUST-0186,1507.0,4,2021,2,2021-02,6028.0
1388,2021-02-14,iPhone 14,Smartphones,CUST-0279,822.0,2,2021,2,2021-02,1644.0
1298,2021-02-14,Logitech MX Master 3,Accessories,CUST-0021,171.0,2,2021,2,2021-02,342.0
2828,2021-02-15,Logitech MX Master 3,Accessories,CUST-0149,191.0,2,2021,2,2021-02,382.0
177,2021-02-16,Apple Watch,Wearables,CUST-0214,205.0,2,2021,2,2021-02,410.0
2124,2021-02-16,AirPods Pro,Accessories,CUST-0107,68.0,1,2021,2,2021-02,68.0
571,2021-02-18,AirPods Pro,Accessories,CUST-0074,241.0,1,2021,2,2021-02,241.0
2957,2021-02-18,iPhone 14,Smartphones,CUST-0122,987.0,3,2021,2,2021-02,2961.0
2696,2021-02-18,MacBook Pro,Laptops,CUST-0155,1536.0,3,2021,2,2021-02,4608.0
2319,2021-02-18,iPhone 14,Smartphones,CUST-0250,886.0,2,2021,2,2021-02,1772.0
772,2021-02-18,Logitech MX Master 3,Accessories,CUST-0054,187.0,1,2021,2,2021-02,187.0
802,2021-02-19,Logitech MX Master 3,Accessories,CUST-0169,65.0,4,2021,2,2021-02,260.0
2809,2021-02-19,Dell XPS 13,Laptops,CUST-0105,1563.0,1,2021,2,2021-02,1563.0
82,2021-02-20,Apple Watch,Wearables,CUST-0186,212.0,2,2021,2,2021-02,424.0
1366,2021-02-21,Samsung S23,Smartphones,CUST-0285,948.0,2,2021,2,2021-02,1896.0
1212,2021-02-21,Logitech MX Master 3,Accessories,CUST-0263,60.0,3,2021,2,2021-02,180.0
168,2021-02-22,Samsung S23,Smartphones,CUST-0205,925.0,3,2021,2,2021-02,2775.0
1791,2021-02-22,Samsung S23,Smartphones,CUST-0132,907.0,4,2021,2,2021-02,3628.0
1138,2021-02-23,iPhone 14,Smartphones,CUST-0243,817.0,3,2021,2,2021-02,2451.0
317,2021-02-23,Sony WH-1000XM5,Headphones,CUST-0177,208.0,3,2021,2,2021-02,624.0
1459,2021-02-26,Sony WH-1000XM5,Headphones,CUST-0289,386.0,2,2021,2,2021-02,772.0
1897,2021-02-26,Sony WH-1000XM5,Headphones,CUST-0203,384.0,1,2021,2,2021-02,384.0
2015,2021-02-26,JBL Flip 6,Speakers,CUST-0271,210.0,1,2021,2,2021-02,210.0
1474,2021-02-26,AirPods Pro,Accessories,CUST-0182,62.0,3,2021,2,2021-02,186.0
2593,2021-02-26,Samsung S23,Smartphones,CUST-0196,965.0,2,2021,2,2021-02,1930.0
1289,2021-02-27,Samsung S23,Smartphones,CUST-0297,933.0,3,2021,2,2021-02,2799.0
959,2021-02-28,Sony WH-1000XM5,Headphones,CUST-0062,331.0,3,2021,2,2021-02,993.0
2365,2021-02-28,Logitech MX Master 3,Accessories,CUST-0251,183.0,4,2021,2,2021-02,732.0
1358,2021-02-28,iPhone 14,Smartphones,CUST-0284,905.0,1,2021,2,2021-02,905.0
2091,2021-03-01,iPhone 14,Smartphones,CUST-0065,832.0,2,2021,3,2021-03,1664.0
2079,2021-03-01,Apple Watch,Wearables,CUST-0270,335.0,1,2021,3,2021-03,335.0
2297,2021-03-02,Logitech MX Master 3,Accessories,CUST-0264,78.0,3,2021,3,2021-03,234.0
975,2021-03-02,iPhone 14,Smartphones,CUST-0173,955.0,1,2021,3,2021-03,955.0
311,2021-03-02,AirPods Pro,Accessories,CUST-0198,88.0,4,2021,3,2021-03,352.0
1838,2021-03-03,Sony WH-1000XM5,Headphones,CUST-0037,318.0,2,2021,3,2021-03,636.0
117,2021-03-03,Dell XPS 13,Laptops,CUST-0217,1485.0,1,2021,3,2021-03,1485.0
2115,2021-03-04,JBL Flip 6,Speakers,CUST-0156,292.0,4,2021,3,2021-03,1168.0
913,2021-03-04,Logitech MX Master 3,Accessories,CUST-0139,235.0,1,2021,3,2021-03,235.0
243,2021-03-04,Logitech MX Master 3,Accessories,CUST-0154,205.0,2,2021,3,2021-03,410.0
1789,2021-03-04,Fitbit Charge 6,Wearables,CUST-0293,156.0,3,2021,3,2021-03,468.0
2837,2021-03-04,Sony WH-1000XM5,Headphones,CUST-0061,339.0,2,2021,3,2021-03,678.0
711,2021-03-05,AirPods Pro,Accessories,CUST-0267,103.0,1,2021,3,2021-03,103.0
1280,2021-03-06,Logitech MX Master 3,Accessories,CUST-0151,164.0,4,2021,3,2021-03,656.0
2935,2021-03-06,Apple Watch,Wearables,CUST-0283,284.0,4,2021,3,2021-03,1136.0
2748,2021-03-06,Logitech MX Master 3,Accessories,CUST-0150,155.0,2,2021,3,2021-03,310.0
20,2021-03-06,Apple Watch,Wearables,CUST-0009,237.0,1,2021,3,2021-03,237.0
2965,2021-03-07,Dell XPS 13,Laptops,CUST-0193,1454.0,4,2021,3,2021-03,5816.0
1603,2021-03-07,Dell XPS 13,Laptops,CUST-0111,1481.0,3,2021,3,2021-03,4443.0
1576,2021-03-07,Dell XPS 13,Laptops,CUST-0171,1421.0,3,2021,3,2021-03,4263.0
2153,2021-03-08,Sony WH-1000XM5,Headphones,CUST-0191,388.0,3,2021,3,2021-03,1164.0
466,2021-03-08,Logitech MX Master 3,Accessories,CUST-0300,174.0,2,2021,3,2021-03,348.0
1628,2021-03-08,Logitech MX Master 3,Accessories,CUST-0125,107.0,2,2021,3,2021-03,214.0
2698,2021-03-08,Fitbit Charge 6,Wearables,CUST-0242,348.0,1,2021,3,2021-03,348.0
1648,2021-03-09,Dell XPS 13,Laptops,CUST-0180,1580.0,2,2021,3,2021-03,3160.0
2990,2021-03-09,Dell XPS 13,Laptops,CUST-0123,1572.0,4,2021,3,2021-03,6288.0
2663,2021-03-10,Sony WH-1000XM5,Headphones,CUST-0016,382.0,2,2021,3,2021-03,764.0
2095,2021-03-10,JBL Flip 6,Speakers,CUST-0089,292.0,1,2021,3,2021-03,292.0
1911,2021-03-12,Samsung S23,Smartphones,CUST-0082,915.0,1,2021,3,2021-03,915.0
1364,2021-03-12,JBL Flip 6,Speakers,CUST-0146,205.0,3,2021,3,2021-03,615.0
1229,2021-03-12,Samsung S23,Smartphones,CUST-0189,834.0,4,2021,3,2021-03,3336.0
1059,2021-03-13,iPhone 14,Smartphones,CUST-0107,841.0,2,2021,3,2021-03,1682.0
285,2021-03-14,Apple Watch,Wearables,CUST-0296,166.0,1,2021,3,2021-03,166.0
566,2021-03-16,Sony WH-1000XM5,Headphones,CUST-0137,289.0,4,2021,3,2021-03,1156.0
2457,2021-03-17,iPhone 14,Smartphones,CUST-0197,829.0,4,2021,3,2021-03,3316.0
2772,2021-03-17,Fitbit Charge 6,Wearables,CUST-0117,173.0,2,2021,3,2021-03,346.0
2731,2021-03-19,Samsung S23,Smartphones,CUST-0065,901.0,3,2021,3,2021-03,2703.0
2845,2021-03-19,Logitech MX Master 3,Accessories,CUST-0108,66.0,4,2021,3,2021-03,264.0
1433,2021-03-19,MacBook Pro,Laptops,CUST-0162,1443.0,1,2021,3,2021-03,1443.0
1304,2021-03-20,Samsung S23,Smartphones,CUST-0111,801.0,1,2021,3,2021-03,801.0
2148,2021-03-21,Apple Watch,Wearables,CUST-0112,195.0,1,2021,3,2021-03,195.0
2114,2021-03-22,Fitbit Charge 6,Wearables,CUST-0150,268.0,2,2021,3,2021-03,536.0
337,2021-03-23,Dell XPS 13,Laptops,CUST-0258,1476.0,1,2021,3,2021-03,1476.0
719,2021-03-23,MacBook Pro,Laptops,CUST-0175,1403.0,3,2021,3,2021-03,4209.0
1071,2021-03-24,Fitbit Charge 6,Wearables,CUST-0252,248.0,2,2021,3,2021-03,496.0
637,2021-03-24,MacBook Pro,Laptops,CUST-0275,1600.0,4,2021,3,2021-03,6400.0
2167,2021-03-26,Sony WH-1000XM5,Headphones,CUST-0072,241.0,1,2021,3,2021-03,241.0
1456,2021-03-27,Fitbit Charge 6,Wearables,CUST-0145,200.0,2,2021,3,2021-03,400.0
2317,2021-03-27,Sony WH-1000XM5,Headphones,CUST-0279,267.0,4,2021,3,2021-03,1068.0
3,2021-03-29,AirPods Pro,Accessories,CUST-0100,153.0,4,2021,3,2021-03,612.0
1009,2021-03-29,Apple Watch,Wearables,CUST-0179,186.0,2,2021,3,2021-03,372.0
642,2021-03-30,AirPods Pro,Accessories,CUST-0227,236.0,2,2021,3,2021-03,472.0
2485,2021-03-31,JBL Flip 6,Speakers,CUST-0224,200.0,4,2021,3,2021-03,800.0
1145,2021-03-31,Dell XPS 13,Laptops,CUST-0284,1517.0,1,2021,3,2021-03,1517.0
2214,2021-03-31,Dell XPS 13,Laptops,CUST-0084,1476.0,1,2021,3,2021-03,1476.0
2818,2021-03-31,Dell XPS 13,Laptops,CUST-0228,1478.0,4,2021,3,2021-03,5912.0
1416,2021-04-02,iPhone 14,Smartphones,CUST-0181,930.0,2,2021,4,2021-04,1860.0
2384,2021-04-02,JBL Flip 6,Speakers,CUST-0069,136.0,1,2021,4,2021-04,136.0
2412,2021-04-02,Logitech MX Master 3,Accessories,CUST-0172,141.0,4,2021,4,2021-04,564.0
1001,2021-04-03,Samsung S23,Smartphones,CUST-0112,960.0,3,2021,4,2021-04,2880.0
2462,2021-04-03,Apple Watch,Wearables,CUST-0052,212.0,1,2021,4,2021-04,212.0
940,2021-04-03,iPhone 14,Smartphones,CUST-0245,863.0,1,2021,4,2021-04,863.0
2634,2021-04-03,Fitbit Charge 6,Wearables,CUST-0107,221.0,1,2021,4,2021-04,221.0
2203,2021-04-05,Apple Watch,Wearables,CUST-0254,156.0,3,2021,4,2021-04,468.0
157,2021-04-05,JBL Flip 6,Speakers,CUST-0039,253.0,2,2021,4,2021-04,506.0
31,2021-04-06,Dell XPS 13,Laptops,CUST-0222,1550.0,3,2021,4,2021-04,4650.0
2674,2021-04-06,Fitbit Charge 6,Wearables,CUST-0278,166.0,3,2021,4,2021-04,498.0
1850,2021-04-06,Fitbit Charge 6,Wearables,CUST-0244,235.0,3,2021,4,2021-04,705.0
2324,2021-04-07,Sony WH-1000XM5,Headphones,CUST-0095,269.0,2,2021,4,2021-04,538.0
2625,2021-04-07,Fitbit Charge 6,Wearables,CUST-0183,197.0,1,2021,4,2021-04,197.0
1601,2021-04-07,Logitech MX Master 3,Accessories,CUST-0203,204.0,1,2021,4,2021-04,204.0
163,2021-04-08,Samsung S23,Smartphones,CUST-0286,878.0,3,2021,4,2021-04,2634.0
1490,2021-04-09,AirPods Pro,Accessories,CUST-0226,126.0,3,2021,4,2021-04,378.0
1788,2021-04-10,AirPods Pro,Accessories,CUST-0286,121.0,3,2021,4,2021-04,363.0
1405,2021-04-11,AirPods Pro,Accessories,CUST-0166,90.0,1,2021,4,2021-04,90.0
1412,2021-04-11,Samsung S23,Smartphones,CUST-0017,872.0,2,2021,4,2021-04,1744.0
2044,2021-04-11,JBL Flip 6,Speakers,CUST-0239,236.0,3,2021,4,2021-04,708.0
432,2021-04-12,Fitbit Charge 6,Wearables,CUST-0267,248.0,4,2021,4,2021-04,992.0
162,2021-04-13,Logitech MX Master 3,Accessories,CUST-0192,87.0,2,2021,4,2021-04,174.0
2694,2021-04-14,JBL Flip 6,Speakers,CUST-0282,239.0,3,2021,4,2021-04,717.0
983,2021-04-14,Logitech MX Master 3,Accessories,CUST-0258,57.0,3,2021,4,2021-04,171.0
1801,2021-04-15,Samsung S23,Smartphones,CUST-0258,853.0,2,2021,4,2021-04,1706.0
1633,2021-04-15,MacBook Pro,Laptops,CUST-0046,1454.0,3,2021,4,2021-04,4362.0
676,2021-04-15,Fitbit Charge 6,Wearables,CUST-0266,291.0,2,2021,4,2021-04,582.0
2943,2021-04-15,Fitbit Charge 6,Wearables,CUST-0250,289.0,2,2021,4,2021-04,578.0
2693,2021-04-16,Sony WH-1000XM5,Headphones,CUST-0168,241.0,3,2021,4,2021-04,723.0
1026,2021-04-16,AirPods Pro,Accessories,CUST-0184,58.0,2,2021,4,2021-04,116.0
2931,2021-04-16,MacBook Pro,Laptops,CUST-0173,1407.0,2,2021,4,2021-04,2814.0
178,2021-04-17,iPhone 14,Smartphones,CUST-0026,835.0,1,2021,4,2021-04,835.0
1094,2021-04-18,Sony WH-1000XM5,Headphones,CUST-0090,322.0,4,2021,4,2021-04,1288.0
2879,2021-04-18,iPhone 14,Smartphones,CUST-0067,973.0,2,2021,4,2021-04,1946.0
1191,2021-04-19,Dell XPS 13,Laptops,CUST-0104,1522.0,2,2021,4,2021-04,3044.0
2997,2021-04-19,Sony WH-1000XM5,Headphones,CUST-0266,273.0,2,2021,4,2021-04,546.0
926,2021-04-19,MacBook Pro,Laptops,CUST-0039,1549.0,1,2021,4,2021-04,1549.0
1535,2021-04-19,Samsung S23,Smartphones,CUST-0184,982.0,4,2021,4,2021-04,3928.0
2659,2021-04-21,MacBook Pro,Laptops,CUST-0090,1437.0,3,2021,4,2021-04,4311.0
776,2021-04-21,Logitech MX Master 3,Accessories,CUST-0017,61.0,2,2021,4,2021-04,122.0
188,2021-04-21,Dell XPS 13,Laptops,CUST-0111,1433.0,3,2021,4,2021-04,4299.0
1099,2021-04-21,iPhone 14,Smartphones,CUST-0249,990.0,2,2021,4,2021-04,1980.0
2109,2021-04-22,Dell XPS 13,Laptops,CUST-0292,1581.0,2,2021,4,2021-04,3162.0
1893,2021-04-23,iPhone 14,Smartphones,CUST-0218,876.0,3,2021,4,2021-04,2628.0
2551,2021-04-23,Fitbit Charge 6,Wearables,CUST-0289,246.0,2,2021,4,2021-04,492.0
2747,2021-04-24,iPhone 14,Smartphones,CUST-0011,854.0,2,2021,4,2021-04,1708.0
1638,2021-04-25,Dell XPS 13,Laptops,CUST-0299,1468.0,3,2021,4,2021-04,4404.0
1819,2021-04-25,Apple Watch,Wearables,CUST-0141,214.0,4,2021,4,2021-04,856.0
1135,2021-04-26,Samsung S23,Smartphones,CUST-0266,898.0,3,2021,4,2021-04,2694.0
955,2021-04-26,Apple Watch,Wearables,CUST-0049,322.0,2,2021,4,2021-04,644.0
469,2021-04-26,JBL Flip 6,Speakers,CUST-0150,143.0,2,2021,4,2021-04,286.0
721,2021-04-26,iPhone 14,Smartphones,CUST-0225,895.0,4,2021,4,2021-04,3580.0
238,2021-04-27,Fitbit Charge 6,Wearables,CUST-0291,212.0,4,2021,4,2021-04,848.0
1216,2021-04-28,Logitech MX Master 3,Accessories,CUST-0116,167.0,4,2021,4,2021-04,668.0
779,2021-04-29,iPhone 14,Smartphones,CUST-0104,891.0,2,2021,4,2021-04,1782.0
2452,2021-04-29,AirPods Pro,Accessories,CUST-0037,183.0,3,2021,4,2021-04,549.0
2615,2021-04-30,Logitech MX Master 3,Accessories,CUST-0099,216.0,2,2021,4,2021-04,432.0
90,2021-04-30,MacBook Pro,Laptops,CUST-0092,1457.0,3,2021,4,2021-04,4371.0
917,2021-05-01,iPhone 14,Smartphones,CUST-0102,837.0,1,2021,5,2021-05,837.0
697,2021-05-02,AirPods Pro,Accessories,CUST-0170,173.0,1,2021,5,2021-05,173.0
1255,2021-05-02,Dell XPS 13,Laptops,CUST-0175,1531.0,3,2021,5,2021-05,4593.0
1112,2021-05-02,JBL Flip 6,Speakers,CUST-0145,170.0,3,2021,5,2021-05,510.0
2061,2021-05-02,MacBook Pro,Laptops,CUST-0280,1425.0,1,2021,5,2021-05,1425.0
2064,2021-05-03,Dell XPS 13,Laptops,CUST-0111,1401.0,1,2021,5,2021-05,1401.0
2125,2021-05-03,Fitbit Charge 6,Wearables,CUST-0134,256.0,1,2021,5,2021-05,256.0
1252,2021-05-03,MacBook Pro,Laptops,CUST-0266,1491.0,1,2021,5,2021-05,1491.0
500,2021-05-04,Logitech MX Master 3,Accessories,CUST-0231,227.0,3,2021,5,2021-05,681.0
2612,2021-05-04,Samsung S23,Smartphones,CUST-0277,853.0,2,2021,5,2021-05,1706.0
2078,2021-05-04,Fitbit Charge 6,Wearables,CUST-0187,180.0,4,2021,5,2021-05,720.0
1385,2021-05-05,iPhone 14,Smartphones,CUST-0140,869.0,2,2021,5,2021-05,1738.0
2025,2021-05-06,Samsung S23,Smartphones,CUST-0190,888.0,3,2021,5,2021-05,2664.0
1678,2021-05-06,JBL Flip 6,Speakers,CUST-0053,297.0,3,2021,5,2021-05,891.0
186,2021-05-06,Apple Watch,Wearables,CUST-0145,162.0,4,2021,5,2021-05,648.0
1276,2021-05-07,MacBook Pro,Laptops,CUST-0168,1479.0,2,2021,5,2021-05,2958.0
1529,2021-05-07,JBL Flip 6,Speakers,CUST-0238,215.0,4,2021,5,2021-05,860.0
2295,2021-05-07,AirPods Pro,Accessories,CUST-0221,140.0,3,2021,5,2021-05,420.0
231,2021-05-07,Fitbit Charge 6,Wearables,CUST-0092,180.0,2,2021,5,2021-05,360.0
1907,2021-05-08,Sony WH-1000XM5,Headphones,CUST-0253,209.0,4,2021,5,2021-05,836.0
1164,2021-05-10,Samsung S23,Smartphones,CUST-0273,895.0,4,2021,5,2021-05,3580.0
1431,2021-05-10,Dell XPS 13,Laptops,CUST-0276,1586.0,2,2021,5,2021-05,3172.0
2686,2021-05-11,Fitbit Charge 6,Wearables,CUST-0176,320.0,3,2021,5,2021-05,960.0
4,2021-05-11,Logitech MX Master 3,Accessories,CUST-0258,137.0,4,2021,5,2021-05,548.0
616,2021-05-11,iPhone 14,Smartphones,CUST-0196,824.0,4,2021,5,2021-05,3296.0
287,2021-05-11,Samsung S23,Smartphones,CUST-0229,907.0,4,2021,5,2021-05,3628.0
552,2021-05-12,Dell XPS 13,Laptops,CUST-0020,1537.0,4,2021,5,2021-05,6148.0
2490,2021-05-12,Dell XPS 13,Laptops,CUST-0144,1409.0,1,2021,5,2021-05,1409.0
2156,2021-05-12,Samsung S23,Smartphones,CUST-0121,996.0,2,2021,5,2021-05,1992.0
2291,2021-05-13,Sony WH-1000XM5,Headphones,CUST-0158,228.0,2,2021,5,2021-05,456.0
166,2021-05-13,Dell XPS 13,Laptops,CUST-0138,1583.0,1,2021,5,2021-05,1583.0
24,2021-05-15,Apple Watch,Wearables,CUST-0268,311.0,1,2021,5,2021-05,311.0
2265,2021-05-15,Samsung S23,Smartphones,CUST-0264,863.0,3,2021,5,2021-05,2589.0
812,2021-05-17,AirPods Pro,Accessories,CUST-0074,85.0,1,2021,5,2021-05,85.0
1809,2021-05-17,JBL Flip 6,Speakers,CUST-0087,262.0,2,2021,5,2021-05,524.0
938,2021-05-17,iPhone 14,Smartphones,CUST-0019,994.0,2,2021,5,2021-05,1988.0
