order_id,order_date,product,category,customer_id,price,quantity
39,2022-11-15,JBL Flip 6,Speakers,CUST-0160,195.0,4
40,2024-06-10,Dell XPS 13,Laptops,CUST-0113,1461.0,1
41,2022-03-18,Dell XPS 13,Laptops,CUST-0268,1438.0,2
42,2024-11-11,iPhone 14,Smartphones,CUST-0101,912.0,4
43,2024-01-10,iPhone 14,Smartphones,CUST-0002,929.0,4
44,2023-05-05,AirPods Pro,Accessories,CUST-0224,178.0,3
45,2024-02-28,AirPods Pro,Accessories,CUST-0172,209.0,2
46,2024-12-10,Sony WH-1000XM5,Headphones,CUST-0203,383.0,3
47,2022-02-05,Logitech MX Master 3,Accessories,CUST-0280,118.0,4
48,2021-07-17,Logitech MX Master 3,Accessories,CUST-0240,193.0,1
49,2024-05-09,Logitech MX Master 3,Accessories,CUST-0259,197.0,4
50,2023-08-13,Dell XPS 13,Laptops,CUST-0147,1547.0,4
51,2022-05-04,iPhone 14,Smartphones,CUST-0128,838.0,2
52,2023-05-22,iPhone 14,Smartphones,CUST-0267,984.0,1
53,2021-05-31,Fitbit Charge 6,Wearables,CUST-0099,156.0,4
54,2021-05-24,Fitbit Charge 6,Wearables,CUST-0112,209.0,1
55,2021-01-02,iPhone 14,Smartphones,CUST-0254,939.0,1
56,2023-11-27,Sony WH-1000XM5,Headphones,CUST-0009,298.0,3
57,2023-03-27,MacBook Pro,Laptops,CUST-0152,1453.0,4
58,2022-09-20,iPhone 14,Smartphones,CUST-0104,883.0,2
59,2024-06-04,Apple Watch,Wearables,CUST-0099,302.0,1
60,2023-07-03,Samsung S23,Smartphones,CUST-0194,853.0,3
61,2023-08-15,Apple Watch,Wearables,CUST-0161,217.0,1
62,2022-02-02,AirPods Pro,Accessories,CUST-0135,244.0,1
63,2022-10-02,iPhone 14,Smartphones,CUST-0176,986.0,3
64,2022-04-15,Sony WH-1000XM5,Headphones,CUST-0022,357.0,2
65,2021-08-18,MacBook Pro,Laptops,CUST-0264,1426.0,3
66,2021-08-14,AirPods Pro,Accessories,CUST-0286,146.0,4
67,2023-05-29,iPhone 14,Smartphones,CUST-0147,803.0,3
68,2024-04-30,iPhone 14,Smartphones,CUST-0017,971.0,4
69,2021-06-07,AirPods Pro,Accessories,CUST-0006,148.0,4
70,2023-11-27,JBL Flip 6,Speakers,CUST-0181,194.0,3
71,2022-12-01,iPhone 14,Smartphones,CUST-0116,990.0,1
72,2023-09-08,Sony WH-1000XM5,Headphones,CUST-0161,266.0,4
73,2021-01-18,Apple Watch,Wearables,CUST-0223,203.0,2
74,2024-09-08,JBL Flip 6,Speakers,CUST-0174,123.0,2
75,2024-08-04,Logitech MX Master 3,Accessories,CUST-0151,243.0,3
76,2021-06-04,Fitbit Charge 6,Wearables,CUST-0273,253.0,1
77,2024-11-17,Logitech MX Master 3,Accessories,CUST-0176,88.0,1
78,2023-01-29,Fitbit Charge 6,Wearables,CUST-0013,209.0,2
79,2023-06-22,Apple Watch,Wearables,CUST-0036,322.0,4
80,2021-11-17,JBL Flip 6,Speakers,CUST-0142,214.0,3
81,2024-03-12,Samsung S23,Smartphones,CUST-0288,990.0,2
82,2021-02-20,Apple Watch,Wearables,CUST-0186,212.0,2
83,2024-02-23,Logitech MX Master 3,Accessories,CUST-0058,135.0,1
84,2022-11-13,Logitech MX Master 3,Accessories,CUST-0271,103.0,3
85,2022-03-20,AirPods Pro,Accessories,CUST-0264,102.0,4
86,2023-10-01,AirPods Pro,Accessories,CUST-0103,245.0,2
87,2023-05-27,Dell XPS 13,Laptops,CUST-0047,1498.0,3
88,2023-07-25,Dell XPS 13,Laptops,CUST-0144,1412.0,2
89,2022-09-28,Fitbit Charge 6,Wearables,CUST-0158,296.0,1
90,2021-04-30,MacBook Pro,Laptops,CUST-0092,1457.0,3
91,2024-10-01,AirPods Pro,Accessories,CUST-0117,111.0,3
92,2024-02-25,Apple Watch,Wearables,CUST-0129,207.0,2
93,2022-05-28,Samsung S23,Smartphones,CUST-0096,925.0,2
94,2022-07-14,Apple Watch,Wearables,CUST-0237,266.0,1
95,2024-07-19,Sony WH-1000XM5,Headphones,CUST-0192,390.0,1
96,2023-03-01,Sony WH-1000XM5,Headphones,CUST-0076,353.0,4
97,2024-12-29,AirPods Pro,Accessories,CUST-0086,234.0,1
98,2024-05-28,AirPods Pro,Accessories,CUST-0047,143.0,2
99,2023-08-16,Dell XPS 13,Laptops,CUST-0204,1543.0,2
100,2022-04-19,AirPods Pro,Accessories,CUST-0039,149.0,1
101,2024-07-01,AirPods Pro,Accessories,CUST-0023,59.0,2
102,2024-01-29,Samsung S23,Smartphones,CUST-0180,937.0,2
103,2022-03-18,iPhone 14,Smartphones,CUST-0004,815.0,4
104,2021-12-02,Sony WH-1000XM5,Headphones,CUST-0258,327.0,4
105,2023-05-02,JBL Flip 6,Speakers,CUST-0178,262.0,4
106,2023-08-15,MacBook Pro,Laptops,CUST-0101,1411.0,3
107,2024-12-11,JBL Flip 6,Speakers,CUST-0043,143.0,1
108,2022-02-01,Samsung S23,Smartphones,CUST-0253,834.0,3
109,2023-04-29,Fitbit Charge 6,Wearables,CUST-0264,242.0,2
110,2023-08-28,Fitbit Charge 6,Wearables,CUST-0115,254.0,3
111,2024-05-04,Fitbit Charge 6,Wearables,CUST-0114,224.0,1
112,2024-10-31,Dell XPS 13,Laptops,CUST-0217,1420.0,1
113,2023-01-31,Dell XPS 13,Laptops,CUST-0192,1576.0,3
114,2023-09-05,iPhone 14,Smartphones,CUST-0096,951.0,3
115,2024-04-28,AirPods Pro,Accessories,CUST-0268,162.0,3
116,2021-10-06,Apple Watch,Wearables,CUST-0286,166.0,1
117,2021-03-03,Dell XPS 13,Laptops,CUST-0217,1485.0,1
118,2022-11-30,MacBook Pro,Laptops,CUST-0177,1499.0,4
119,2022-03-21,Apple Watch,Wearables,CUST-0076,158.0,3
120,2022-12-19,Dell XPS 13,Laptops,CUST-0144,1516.0,1
121,2024-01-28,Apple Watch,Wearables,CUST-0053,300.0,4
122,2022-07-23,Sony WH-1000XM5,Headphones,CUST-0109,380.0,2
123,2024-04-24,Sony WH-1000XM5,Headphones,CUST-0223,321.0,1
124,2024-04-01,Sony WH-1000XM5,Headphones,CUST-0221,274.0,2
125,2023-01-21,Apple Watch,Wearables,CUST-0074,335.0,4
126,2023-07-02,Logitech MX Master 3,Accessories,CUST-0007,223.0,1
127,2024-04-06,Fitbit Charge 6,Wearables,CUST-0283,271.0,2
128,2021-01-29,AirPods Pro,Accessories,CUST-0136,158.0,1
129,2024-09-27,Dell XPS 13,Laptops,CUST-0145,1470.0,1
130,2024-08-17,Dell XPS 13,Laptops,CUST-0292,1469.0,4
131,2024-12-09,MacBook Pro,Laptops,CUST-0182,1566.0,3
132,2022-12-15,Fitbit Charge 6,Wearables,CUST-0019,188.0,2
133,2021-06-22,Samsung S23,Smartphones,CUST-0220,925.0,2
134,2022-04-21,JBL Flip 6,Speakers,CUST-0001,230.0,1
135,2021-12-14,Apple Watch,Wearables,CUST-0191,262.0,1
136,2023-04-04,iPhone 14,Smartphones,CUST-0117,933.0,2
137,2022-11-16,AirPods Pro,Accessories,CUST-0080,167.0,1
138,2021-07-22,AirPods Pro,Accessories,CUST-0164,196.0,4
139,2024-11-26,Apple Watch,Wearables,CUST-0014,292.0,3
140,2024-10-28,Logitech MX Master 3,Accessories,CUST-0259,193.0,3
141,2023-08-29,Fitbit Charge 6,Wearables,CUST-0224,165.0,4
142,2021-12-24,JBL Flip 6,Speakers,CUST-0156,216.0,4
143,2024-02-20,Dell XPS 13,Laptops,CUST-0090,1535.0,2
144,2024-09-01,Samsung S23,Smartphones,CUST-0028,900.0,1
145,2023-01-10,Logitech MX Master 3,Accessories,CUST-0145,250.0,1
146,2022-04-06,MacBook Pro,Laptops,CUST-0253,1533.0,2
147,2023-06-02,AirPods Pro,Accessories,CUST-0010,105.0,2
148,2024-06-19,AirPods Pro,Accessories,CUST-0119,82.0,2
149,2023-12-25,Samsung S23,Smartphones,CUST-0224,976.0,3
150,2023-05-03,Fitbit Charge 6,Wearables,CUST-0063,235.0,3
151,2023-03-06,iPhone 14,Smartphones,CUST-0098,904.0,3
152,2022-05-26,iPhone 14,Smartphones,CUST-0006,996.0,3
153,2023-02-10,AirPods Pro,Accessories,CUST-0023,102.0,1
154,2022-12-15,Fitbit Charge 6,Wearables,CUST-0083,294.0,1
155,2024-01-07,Apple Watch,Wearables,CUST-0001,200.0,1
156,2022-12-18,Dell XPS 13,Laptops,CUST-0288,1433.0,4
157,2021-04-05,JBL Flip 6,Speakers,CUST-0039,253.0,2
158,2022-11-05,Logitech MX Master 3,Accessories,CUST-0118,52.0,3
159,2024-08-22,iPhone 14,Smartphones,CUST-0054,932.0,2
160,2023-02-02,Apple Watch,Wearables,CUST-0112,196.0,3
161,2024-05-15,AirPods Pro,Accessories,CUST-0066,124.0,3
162,2021-04-13,Logitech MX Master 3,Accessories,CUST-0192,87.0,2
163,2021-04-08,Samsung S23,Smartphones,CUST-0286,878.0,3
164,2022-03-11,Samsung S23,Smartphones,CUST-0249,965.0,1
165,2023-09-11,Sony WH-1000XM5,Headphones,CUST-0106,250.0,1
166,2021-05-13,Dell XPS 13,Laptops,CUST-0138,1583.0,1
167,2024-09-15,iPhone 14,Smartphones,CUST-0069,833.0,2
168,2021-02-22,Samsung S23,Smartphones,CUST-0205,925.0,3
169,2021-02-12,MacBook Pro,Laptops,CUST-0111,1550.0,3
170,2023-04-28,Logitech MX Master 3,Accessories,CUST-0008,181.0,4
171,2023-06-19,JBL Flip 6,Speakers,CUST-0281,294.0,4
172,2024-05-03,Samsung S23,Smartphones,CUST-0061,921.0,3
173,2024-11-27,AirPods Pro,Accessories,CUST-0005,141.0,2
174,2022-06-18,AirPods Pro,Accessories,CUST-0001,182.0,1
175,2022-06-08,Fitbit Charge 6,Wearables,CUST-0046,183.0,1
176,2024-01-07,Fitbit Charge 6,Wearables,CUST-0073,175.0,1
177,2021-02-16,Apple Watch,Wearables,CUST-0214,205.0,2
178,2021-04-17,iPhone 14,Smartphones,CUST-0026,835.0,1
179,2021-01-08,iPhone 14,Smartphones,CUST-0253,979.0,3
180,2021-10-30,JBL Flip 6,Speakers,CUST-0214,113.0,2
181,2021-01-28,Sony WH-1000XM5,Headphones,CUST-0078,329.0,1
182,2022-10-28,JBL Flip 6,Speakers,CUST-0007,102.0,3
183,2023-07-08,Samsung S23,Smartphones,CUST-0294,914.0,3
184,2024-04-30,Apple Watch,Wearables,CUST-0119,177.0,2
185,2023-11-29,Apple Watch,Wearables,CUST-0273,235.0,2
186,2021-05-06,Apple Watch,Wearables,CUST-0145,162.0,4
187,2021-01-25,Dell XPS 13,Laptops,CUST-0067,1508.0,2
188,2021-04-21,Dell XPS 13,Laptops,CUST-0111,1433.0,3
189,2024-10-24,MacBook Pro,Laptops,CUST-0042,1568.0,1
190,2022-11-23,Fitbit Charge 6,Wearables,CUST-0226,336.0,4
191,2021-11-11,Logitech MX Master 3,Accessories,CUST-0229,170.0,1
192,2024-12-31,Logitech MX Master 3,Accessories,CUST-0277,247.0,2
193,2022-09-16,Dell XPS 13,Laptops,CUST-0095,1551.0,3
194,2024-03-06,Sony WH-1000XM5,Headphones,CUST-0243,230.0,4
195,2021-08-17,Dell XPS 13,Laptops,CUST-0223,1405.0,2
196,2022-04-13,Dell XPS 13,Laptops,CUST-0134,1517.0,1
197,2022-05-19,Logitech MX Master 3,Accessories,CUST-0062,234.0,2
198,2023-04-27,JBL Flip 6,Speakers,CUST-0026,278.0,1
199,2024-08-16,AirPods Pro,Accessories,CUST-0118,117.0,3
200,2022-12-25,iPhone 14,Smartphones,CUST-0020,912.0,4
201,2022-07-13,iPhone 14,Smartphones,CUST-0090,941.0,4
202,2021-05-19,Dell XPS 13,Laptops,CUST-0259,1560.0,2
203,2022-11-21,JBL Flip 6,Speakers,CUST-0010,104.0,3
204,2021-06-21,Samsung S23,Smartphones,CUST-0013,967.0,2
205,2021-11-17,AirPods Pro,Accessories,CUST-0273,58.0,3
206,2023-06-30,JBL Flip 6,Speakers,CUST-0038,262.0,2
207,2024-01-24,iPhone 14,Smartphones,CUST-0069,861.0,4
208,2021-08-24,Samsung S23,Smartphones,CUST-0137,961.0,4
209,2022-05-28,JBL Flip 6,Speakers,CUST-0060,163.0,1
210,2023-05-23,AirPods Pro,Accessories,CUST-0270,109.0,2
211,2024-08-07,AirPods Pro,Accessories,CUST-0165,54.0,3
212,2024-11-03,Fitbit Charge 6,Wearables,CUST-0062,281.0,1
213,2023-12-02,Apple Watch,Wearables,CUST-0296,221.0,3
214,2022-09-08,MacBook Pro,Laptops,CUST-0125,1565.0,1
215,2023-11-13,iPhone 14,Smartphones,CUST-0153,944.0,1
216,2023-10-04,Sony WH-1000XM5,Headphones,CUST-0104,303.0,3
217,2023-11-29,MacBook Pro,Laptops,CUST-0198,1533.0,3
218,2022-01-26,MacBook Pro,Laptops,CUST-0042,1591.0,4
219,2023-11-05,iPhone 14,Smartphones,CUST-0231,954.0,4
220,2021-06-06,Logitech MX Master 3,Accessories,CUST-0097,204.0,3
221,2021-10-16,Dell XPS 13,Laptops,CUST-0086,1465.0,2
222,2022-06-01,Fitbit Charge 6,Wearables,CUST-0118,187.0,1
223,2024-03-28,Dell XPS 13,Laptops,CUST-0216,1579.0,4
224,2021-01-15,JBL Flip 6,Speakers,CUST-0261,256.0,3
225,2021-11-20,Samsung S23,Smartphones,CUST-0095,914.0,3
226,2024-08-08,Fitbit Charge 6,Wearables,CUST-0299,176.0,1
227,2021-01-11,Fitbit Charge 6,Wearables,CUST-0038,283.0,4
228,2021-01-23,Fitbit Charge 6,Wearables,CUST-0218,290.0,4
229,2023-08-16,Samsung S23,Smartphones,CUST-0111,903.0,4
230,2022-11-14,Dell XPS 13,Laptops,CUST-0133,1519.0,1
231,2021-05-07,Fitbit Charge 6,Wearables,CUST-0092,180.0,2
232,2023-10-11,MacBook Pro,Laptops,CUST-0029,1439.0,1
233,2023-02-18,Sony WH-1000XM5,Headphones,CUST-0257,245.0,1
234,2024-11-29,Fitbit Charge 6,Wearables,CUST-0110,313.0,2
235,2023-09-10,Apple Watch,Wearables,CUST-0001,212.0,2
236,2022-07-21,MacBook Pro,Laptops,CUST-0149,1574.0,1
237,2024-08-25,Apple Watch,Wearables,CUST-0202,329.0,1
238,2021-04-27,Fitbit Charge 6,Wearables,CUST-0291,212.0,4
239,2022-06-21,Fitbit Charge 6,Wearables,CUST-0075,187.0,2
240,2024-05-18,Samsung S23,Smartphones,CUST-0017,927.0,3
241,2023-08-13,MacBook Pro,Laptops,CUST-0182,1551.0,1
242,2024-04-18,Logitech MX Master 3,Accessories,CUST-0161,226.0,1
243,2021-03-04,Logitech MX Master 3,Accessories,CUST-0154,205.0,2
244,2023-12-09,Sony WH-1000XM5,Headphones,CUST-0084,304.0,1
245,2021-05-28,Logitech MX Master 3,Accessories,CUST-0063,238.0,4
246,2022-07-15,Sony WH-1000XM5,Headphones,CUST-0257,340.0,2
247,2021-08-03,MacBook Pro,Laptops,CUST-0211,1461.0,4
248,2022-11-01,iPhone 14,Smartphones,CUST-0286,943.0,4
249,2023-11-09,Samsung S23,Smartphones,CUST-0257,877.0,3
250,2024-04-13,Samsung S23,Smartphones,CUST-0194,912.0,2
251,2024-05-30,Logitech MX Master 3,Accessories,CUST-0132,178.0,4
252,2023-07-14,Sony WH-1000XM5,Headphones,CUST-0131,231.0,2
253,2021-06-11,iPhone 14,Smartphones,CUST-0087,854.0,4
254,2024-04-16,Sony WH-1000XM5,Headphones,CUST-0008,264.0,1
255,2023-01-29,MacBook Pro,Laptops,CUST-0255,1471.0,2
256,2023-01-31,AirPods Pro,Accessories,CUST-0067,100.0,1
257,2023-10-04,JBL Flip 6,Speakers,CUST-0291,195.0,4
258,2024-01-07,JBL Flip 6,Speakers,CUST-0165,281.0,1
259,2023-06-29,Sony WH-1000XM5,Headphones,CUST-0007,273.0,3
260,2021-05-31,AirPods Pro,Accessories,CUST-0147,161.0,1
261,2023-07-04,Dell XPS 13,Laptops,CUST-0285,1587.0,2
262,2022-05-29,iPhone 14,Smartphones,CUST-0197,947.0,3
263,2023-01-16,Samsung S23,Smartphones,CUST-0195,918.0,4
264,2021-09-18,AirPods Pro,Accessories,CUST-0256,186.0,2
265,2023-12-13,MacBook Pro,Laptops,CUST-0280,1480.0,2
266,2024-03-27,JBL Flip 6,Speakers,CUST-0059,227.0,4
267,2022-12-22,Samsung S23,Smartphones,CUST-0115,813.0,1
268,2022-07-06,Samsung S23,Smartphones,CUST-0237,824.0,3
269,2024-05-09,Logitech MX Master 3,Accessories,CUST-0278,53.0,2
270,2022-03-18,Samsung S23,Smartphones,CUST-0215,836.0,3
271,2023-04-18,Samsung S23,Smartphones,CUST-0128,884.0,2
272,2024-10-11,Apple Watch,Wearables,CUST-0034,166.0,1
273,2024-03-22,Logitech MX Master 3,Accessories,CUST-0076,136.0,1
274,2021-12-08,AirPods Pro,Accessories,CUST-0027,106.0,3
275,2022-10-08,JBL Flip 6,Speakers,CUST-0098,111.0,1
276,2023-04-01,Sony WH-1000XM5,Headphones,CUST-0173,344.0,2
277,2023-09-08,Fitbit Charge 6,Wearables,CUST-0046,213.0,2
278,2023-10-17,Logitech MX Master 3,Accessories,CUST-0193,100.0,1
279,2024-08-08,MacBook Pro,Laptops,CUST-0282,1428.0,1
280,2024-08-12,Dell XPS 13,Laptops,CUST-0113,1586.0,3
281,2023-01-14,MacBook Pro,Laptops,CUST-0098,1454.0,3
282,2022-10-26,Logitech MX Master 3,Accessories,CUST-0069,105.0,1
283,2023-01-21,Dell XPS 13,Laptops,CUST-0227,1480.0,2
284,2021-12-31,Samsung S23,Smartphones,CUST-0201,953.0,2
285,2021-03-14,Apple Watch,Wearables,CUST-0296,166.0,1
286,2024-05-25,JBL Flip 6,Speakers,CUST-0042,124.0,3
287,2021-05-11,Samsung S23,Smartphones,CUST-0229,907.0,4
288,2024-12-29,Logitech MX Master 3,Accessories,CUST-0012,68.0,1
289,2023-12-04,iPhone 14,Smartphones,CUST-0017,873.0,1
290,2021-01-12,JBL Flip 6,Speakers,CUST-0264,248.0,1
291,2022-01-09,Logitech MX Master 3,Accessories,CUST-0200,74.0,2
292,2024-01-18,Fitbit Charge 6,Wearables,CUST-0026,196.0,4
293,2023-02-17,Sony WH-1000XM5,Headphones,CUST-0282,285.0,2
294,2022-01-26,AirPods Pro,Accessories,CUST-0007,186.0,3
295,2022-11-19,JBL Flip 6,Speakers,CUST-0215,181.0,3
296,2023-09-17,Dell XPS 13,Laptops,CUST-0103,1416.0,2
297,2024-03-28,JBL Flip 6,Speakers,CUST-0108,287.0,1
298,2024-01-27,MacBook Pro,Laptops,CUST-0293,1570.0,4
299,2023-09-13,Sony WH-1000XM5,Headphones,CUST-0039,214.0,4
300,2022-05-12,Dell XPS 13,Laptops,CUST-0210,1560.0,4
301,2022-05-08,Fitbit Charge 6,Wearables,CUST-0108,275.0,2
302,2021-11-07,MacBook Pro,Laptops,CUST-0170,1433.0,2
303,2021-09-08,Sony WH-1000XM5,Headphones,CUST-0269,340.0,2
304,2024-12-10,MacBook Pro,Laptops,CUST-0039,1445.0,4
305,2021-01-29,iPhone 14,Smartphones,CUST-0245,984.0,4
306,2024-06-16,Apple Watch,Wearables,CUST-0266,307.0,1
307,2024-10-14,Dell XPS 13,Laptops,CUST-0065,1576.0,3
308,2024-12-23,JBL Flip 6,Speakers,CUST-0158,167.0,2
309,2021-10-20,Apple Watch,Wearables,CUST-0193,330.0,2
310,2022-08-08,iPhone 14,Smartphones,CUST-0140,986.0,2
311,2021-03-02,AirPods Pro,Accessories,CUST-0198,88.0,4
312,2024-09-04,JBL Flip 6,Speakers,CUST-0011,161.0,1
313,2021-08-14,Apple Watch,Wearables,CUST-0199,201.0,4
314,2024-08-26,AirPods Pro,Accessories,CUST-0243,159.0,2
315,2024-02-05,Samsung S23,Smartphones,CUST-0218,968.0,1
316,2022-05-21,MacBook Pro,Laptops,CUST-0262,1404.0,1
317,2021-02-23,Sony WH-1000XM5,Headphones,CUST-0177,208.0,3
318,2023-11-10,Fitbit Charge 6,Wearables,CUST-0241,210.0,3
319,2022-02-23,Samsung S23,Smartphones,CUST-0062,944.0,4
320,2021-01-03,MacBook Pro,Laptops,CUST-0269,1519.0,1
321,2024-01-18,Apple Watch,Wearables,CUST-0068,291.0,1
322,2024-07-14,Apple Watch,Wearables,CUST-0123,178.0,1
323,2024-05-03,Apple Watch,Wearables,CUST-0226,225.0,2
324,2022-06-05,JBL Flip 6,Speakers,CUST-0025,104.0,3
325,2023-08-13,Samsung S23,Smartphones,CUST-0124,837.0,4
326,2024-06-28,AirPods Pro,Accessories,CUST-0176,139.0,2
327,2022-03-30,AirPods Pro,Accessories,CUST-0176,77.0,1
328,2023-08-31,iPhone 14,Smartphones,CUST-0114,839.0,1
329,2021-08-12,MacBook Pro,Laptops,CUST-0186,1466.0,4
330,2023-11-30,Samsung S23,Smartphones,CUST-0040,890.0,1
331,2024-08-05,Logitech MX Master 3,Accessories,CUST-0216,196.0,4
332,2024-04-06,iPhone 14,Smartphones,CUST-0059,858.0,4
333,2023-02-20,Apple Watch,Wearables,CUST-0181,319.0,4
334,2021-07-10,Logitech MX Master 3,Accessories,CUST-0188,56.0,1
335,2022-07-11,Fitbit Charge 6,Wearables,CUST-0249,180.0,3
336,2022-03-02,Fitbit Charge 6,Wearables,CUST-0160,256.0,1
337,2021-03-23,Dell XPS 13,Laptops,CUST-0258,1476.0,1
338,2021-10-22,Samsung S23,Smartphones,CUST-0224,812.0,2
339,2024-02-11,Apple Watch,Wearables,CUST-0017,253.0,3
340,2023-05-16,JBL Flip 6,Speakers,CUST-0163,169.0,3
341,2022-02-18,Sony WH-1000XM5,Headphones,CUST-0074,262.0,4
342,2022-07-26,AirPods Pro,Accessories,CUST-0278,245.0,4
343,2022-04-29,Samsung S23,Smartphones,CUST-0219,991.0,1
344,2022-06-08,Logitech MX Master 3,Accessories,CUST-0193,71.0,2
345,2024-02-18,Samsung S23,Smartphones,CUST-0270,991.0,3
346,2021-10-12,Dell XPS 13,Laptops,CUST-0251,1579.0,1
347,2022-04-05,Sony WH-1000XM5,Headphones,CUST-0029,338.0,1
348,2023-05-29,MacBook Pro,Laptops,CUST-0058,1425.0,2
349,2024-12-24,Samsung S23,Smartphones,CUST-0285,803.0,1
350,2024-01-28,Apple Watch,Wearables,CUST-0039,164.0,3
351,2023-03-08,Dell XPS 13,Laptops,CUST-0288,1529.0,3
352,2023-09-01,Dell XPS 13,Laptops,CUST-0022,1426.0,3
353,2023-04-29,JBL Flip 6,Speakers,CUST-0092,120.0,3
354,2023-05-19,Dell XPS 13,Laptops,CUST-0262,1546.0,1
355,2024-11-11,iPhone 14,Smartphones,CUST-0058,923.0,2
356,2024-03-31,MacBook Pro,Laptops,CUST-0281,1423.0,4
357,2024-07-18,JBL Flip 6,Speakers,CUST-0060,273.0,1
358,2024-08-25,JBL Flip 6,Speakers,CUST-0079,126.0,2
359,2021-07-18,MacBook Pro,Laptops,CUST-0181,1423.0,4
360,2022-01-13,MacBook Pro,Laptops,CUST-0046,1414.0,1
361,2023-01-04,Sony WH-1000XM5,Headphones,CUST-0273,325.0,4
362,2022-06-05,Logitech MX Master 3,Accessories,CUST-0214,166.0,2
363,2024-09-29,JBL Flip 6,Speakers,CUST-0064,171.0,1
364,2021-10-01,Samsung S23,Smartphones,CUST-0095,965.0,4
365,2021-01-11,Apple Watch,Wearables,CUST-0289,251.0,1
366,2024-11-16,Logitech MX Master 3,Accessories,CUST-0179,137.0,1
367,2022-02-05,Apple Watch,Wearables,CUST-0046,309.0,3
368,2022-08-15,Logitech MX Master 3,Accessories,CUST-0086,141.0,4
369,2022-11-04,Fitbit Charge 6,Wearables,CUST-0242,246.0,2
370,2021-08-13,iPhone 14,Smartphones,CUST-0233,957.0,1
371,2022-08-12,Dell XPS 13,Laptops,CUST-0154,1549.0,3
372,2021-07-13,Logitech MX Master 3,Accessories,CUST-0090,223.0,2
373,2021-05-23,Samsung S23,Smartphones,CUST-0106,918.0,4
374,2024-08-21,JBL Flip 6,Speakers,CUST-0123,233.0,1
375,2023-02-13,Apple Watch,Wearables,CUST-0223,309.0,1
376,2024-10-25,JBL Flip 6,Speakers,CUST-0178,191.0,2
377,2024-01-13,Sony WH-1000XM5,Headphones,CUST-0084,331.0,2
378,2024-08-30,Logitech MX Master 3,Accessories,CUST-0003,176.0,1
379,2023-05-24,Samsung S23,Smartphones,CUST-0012,886.0,4
380,2023-06-28,Apple Watch,Wearables,CUST-0243,271.0,3
381,2023-01-20,Dell XPS 13,Laptops,CUST-0173,1535.0,1
382,2021-11-05,Sony WH-1000XM5,Headphones,CUST-0288,250.0,4
383,2023-07-03,MacBook Pro,Laptops,CUST-0150,1436.0,4
384,2021-11-08,Apple Watch,Wearables,CUST-0059,280.0,4
385,2023-01-25,MacBook Pro,Laptops,CUST-0093,1581.0,3
